620 MAXINE ST NE,ALBUQUERQUE,NM,,,107
290 PLACITAS RD NW,ALBUQUERQUE,NM,,,108
4429 11TH ST NW,ALBUQUERQUE,NM,,,109
11636 GRAND AV NE,ALBUQUERQUE,NM,,,110
1409 VILLA VENTOSA NE,ALBUQUERQUE,NM,,,111
9005 COTTONWOOD RD NE,ALBUQUERQUE,NM,,,112
6128 HEMLOCK AV NW,ALBUQUERQUE,NM,,,113
7720 REDWOOD DR NW,ALBUQUERQUE,NM,,,114
5404 ALVARADO DR NE,ALBUQUERQUE,NM,,,115
2607 DESERT GARDEN LN SW,ALBUQUERQUE,NM,,,116
212 VERANDA RD NW,ALBUQUERQUE,NM,,,117
6705 ZIMMERMAN AV NE,ALBUQUERQUE,NM,,,118
11705 LA CUEVA LN NE,ALBUQUERQUE,NM,,,119
4701 MORRIS ST NE #2801,ALBUQUERQUE,NM,,,120
224 ASPEN AV NW,ALBUQUERQUE,NM,,,121
6413 AVENIDA LA COSTA NE,ALBUQUERQUE,NM,,,122
1601 PENNSYLVANIA ST NE I-10,ALBUQUERQUE,NM,,,123
13215 VELMA NE,ALBUQUERQUE,NM,,,124
6308 GWIN RD SW,ALBUQUERQUE,NM,,,125
9201 LAGRIMA DE ORO RD NE,ALBUQUERQUE,NM,,,126
1017 ARNO ST SE,ALBUQUERQUE,NM,,,127
1427 DONA ARCELIA ST SW,ALBUQUERQUE,NM,,,128
123 OGLE AV SE,ALBUQUERQUE,NM,,,129
1612 QUIET DESERT PL SW,ALBUQUERQUE,NM,,,130
10005 RANGE RD SW,ALBUQUERQUE,NM,,,131
2912 JUNE ST NE,ALBUQUERQUE,NM,,,1
8901 PRINCESS JEANNE AVE NE,ALBUQUERQUE,NM,,,2
9104 SOMERVELL CT NE,ALBUQUERQUE,NM,,,3
12420 MORROW AV NE,ALBUQUERQUE,NM,,,4
13804 WINTERWOOD WY SE,ALBUQUERQUE,NM,,,5
1828 ZENA LONA CT NE,ALBUQUERQUE,NM,,,6
4805 MANITOBA CT NE,ALBUQUERQUE,NM,,,7
13304 CAMINO DEL NORTE NE,ALBUQUERQUE,NM,,,8
5801 LOWELL ST NE 7B,ALBUQUERQUE,NM,,,9
7812 SPRINGWOOD RD NW,ALBUQUERQUE,NM,,,10
608 GALLEON DR NW,ALBUQUERQUE,NM,,,11
5601 SUMMER RIDGE RD NW,ALBUQUERQUE,NM,,,12
5904 AQUARIUS AV NW,ALBUQUERQUE,NM,,,13
5500 SUMMER RIDGE RD NW,ALBUQUERQUE,NM,,,14
409 57TH ST NW,ALBUQUERQUE,NM,,,15
6904 CLEGHORN RD NW,ALBUQUERQUE,NM,,,16
12908 CALLE DE SANDIAS NE,ALBUQUERQUE,NM,,,17
2909 PALO VERDE DR NE,ALBUQUERQUE,NM,,,18
760 56TH ST NW,ALBUQUERQUE,NM,,,19
1115 72ND PL NW,ALBUQUERQUE,NM,,,20
4737 GALLETA RD NW,ALBUQUERQUE,NM,,,21
4009 ALTA MONTE AV NE,ALBUQUERQUE,NM,,,22
2901 CALLE GRANDE NW,ALBUQUERQUE,NM,,,23
1509 ERBBE ST NE,ALBUQUERQUE,NM,,,24
10215 GUTIERREZ RD NE,ALBUQUERQUE,NM,,,25
5002 LA CIENEGA ST NW,ALBUQUERQUE,NM,,,26
3005 QUAIL POINTE DR NW,ALBUQUERQUE,NM,,,27
7220 SACATE ALTO NW,ALBUQUERQUE,NM,,,28
8202 SAN JUAN RD NE,ALBUQUERQUE,NM,,,29
5609 WAYNE RD NW,ALBUQUERQUE,NM,,,30
13516 AUBURN AVE NE,ALBUQUERQUE,NM,,,31
1505 BETTS ST NE,ALBUQUERQUE,NM,,,32
2616 CHARLESTON ST NE,ALBUQUERQUE,NM,,,33
13016 CONSTITUTION AV NE,ALBUQUERQUE,NM,,,34
905 NAKOMIS DR NE,ALBUQUERQUE,NM,,,35
12401 MONARCH NE,ALBUQUERQUE,NM,,,36
9516 WEEMS AVE SW,ALBUQUERQUE,NM,,,37
8509 LLANO VISTA AVE SW,ALBUQUERQUE,NM,,,38
4601 PALO DURO AV NE,ALBUQUERQUE,NM,,,39
2634 QUINCY ST NE,ALBUQUERQUE,NM,,,1
9143 RIO GALISTEO PL NW,ALBUQUERQUE,NM,,,2
4608 SPRING VALLEY CIR SW,ALBUQUERQUE,NM,,,3
224 TRUMBULL SE,ALBUQUERQUE,NM,,,4
7605 WELLS FARGO NW,ALBUQUERQUE,NM,,,5
140 CONCHAS ST NE A,ALBUQUERQUE,NM,,,6
2805 GLENWOOD DR NW,ALBUQUERQUE,NM,,,7
7055 TOMBSTONE RD NW,ALBUQUERQUE,NM,,,8
739 AVANTI ST SW,ALBUQUERQUE,NM,,,9
7915 HAVENWOOD CT NW,ALBUQUERQUE,NM,,,10
1919 RAYO DEL SOL DR SW,ALBUQUERQUE,NM,,,11
2905 TOPEKA ST SE,ALBUQUERQUE,NM,,,12
705 72ND ST NW,ALBUQUERQUE,NM,,,13
8905 LIBERTY NE,ALBUQUERQUE,NM,,,14
345 DESCANSO RD SE,ALBUQUERQUE,NM,,,15
11004 CASCADA AZUL PL NW,ALBUQUERQUE,NM,,,16
11023 PARK NORTH AV NW,ALBUQUERQUE,NM,,,17
462 61ST ST NW,ALBUQUERQUE,NM,,,18
5900 GONZALES RD SW,ALBUQUERQUE,NM,,,19
10748 WALNUT CANYON RD SW,ALBUQUERQUE,NM,,,20
919 CHUCKAR DR SW,ALBUQUERQUE,NM,,,21
9315 COOK RANCH PL SW,ALBUQUERQUE,NM,,,22
2316 MAIDEN GRASS RD NW,ALBUQUERQUE,NM,,,23
1638 ROLLING ROCK PL SW,ALBUQUERQUE,NM,,,24
717 D CANDELARIA RD NW,ALBUQUERQUE,NM,,,25
1836 KENTUCKY ST NE,ALBUQUERQUE,NM,,,26
1524 MOON ST NE,ALBUQUERQUE,NM,,,27
2531 ANGEL DR NW,ALBUQUERQUE,NM,,,28
4113 COMANCHE RD NE,ALBUQUERQUE,NM,,,29
10612 PASO FINO PL SW,ALBUQUERQUE,NM,,,30
7209 ARENOSO PL NW,ALBUQUERQUE,NM,,,31
528 COLE SPRINGS DR SW,ALBUQUERQUE,NM,,,32
6804 FRESCA CT NW,ALBUQUERQUE,NM,,,33
941 PALOMAS DR SE,ALBUQUERQUE,NM,,,34
8409 RANCHO COLINA NW,ALBUQUERQUE,NM,,,35
7300 CRIPPLE CREEK RD NW,ALBUQUERQUE,NM,,,36
4101 65TH ST NW,ALBUQUERQUE,NM,,,37
1017 LYNCH CT NW,ALBUQUERQUE,NM,,,38
3312 RIO LINDA DR SW,ALBUQUERQUE,NM,,,39
1100 ALVARADO SE 114,ALBUQUERQUE,NM,,,40
7312 BRECKENRIDGE RD NW,ALBUQUERQUE,NM,,,41
11213 CHICO RD NE,ALBUQUERQUE,NM,,,42
6035 DEL CAMPO PL NE,ALBUQUERQUE,NM,,,43
9309 HALYARD RD NW,ALBUQUERQUE,NM,,,44
752 LIBBY AVE SW,ALBUQUERQUE,NM,,,45
6205 ARVILLA AVE NE,ALBUQUERQUE,NM,,,46
1009 TONY SANCHEZ DR SE,ALBUQUERQUE,NM,,,47
8416 MAGENTA RD NW,ALBUQUERQUE,NM,,,48
5606 CREGGS ST NW,ALBUQUERQUE,NM,,,49
2929 CABRAL TRL SW,ALBUQUERQUE,NM,,,50
3312 GRASSY CT SW,ALBUQUERQUE,NM,,,51
8225 LEO PL NE,ALBUQUERQUE,NM,,,52
9115 ANACAPA AVE NW,ALBUQUERQUE,NM,,,53
4409 TRES VISTAS RD NW,ALBUQUERQUE,NM,,,54
6205 PALMA PL NW,ALBUQUERQUE,NM,,,55
8306 CALLE ENSUENO NW,ALBUQUERQUE,NM,,,56
313 CONCHAS ST NE,ALBUQUERQUE,NM,,,57
5605 IRVING BLVD NW,ALBUQUERQUE,NM,,,58
1717 KENTUCKY ST NE,ALBUQUERQUE,NM,,,59
11213 MORRIS PL NE,ALBUQUERQUE,NM,,,60
617 SANDLER DR NE,ALBUQUERQUE,NM,,,61
3909 SIMMS AVE SE,ALBUQUERQUE,NM,,,62
7008 HAWKWATCH RD NW,ALBUQUERQUE,NM,,,63
3900 RANCHO CENTRO NW,ALBUQUERQUE,NM,,,64
312 ALTEZ ST NE,ALBUQUERQUE,NM,,,65
10315 CALLE DICHOSO CT NW,ALBUQUERQUE,NM,,,66
4815 CHEROKEE RD NE,ALBUQUERQUE,NM,,,67
4801 IRVING BLVD NW #5002,ALBUQUERQUE,NM,,,68
620 13TH ST NW,ALBUQUERQUE,NM,,,69
9105 BLUE MEADOW TRAIL SW,ALBUQUERQUE,NM,,,70
1912 SAINT ST NE,ALBUQUERQUE,NM,,,71
3828 TULANE DR NE,ALBUQUERQUE,NM,,,72
9523 AKUTAN CT NW,ALBUQUERQUE,NM,,,73
120 CALLE OLAS ALTOS NE,ALBUQUERQUE,NM,,,74
7527 DIXON RD SE,ALBUQUERQUE,NM,,,75
1417 GERALD AVE SE,ALBUQUERQUE,NM,,,76
804 SANDY DR NW,ALBUQUERQUE,NM,,,77
424 TULANE DR SE,ALBUQUERQUE,NM,,,78
9401 ACADEMY HILL DR NE,ALBUQUERQUE,NM,,,79
8416 HILTON AVE NE #4A,ALBUQUERQUE,NM,,,80
7801 CREPE MYRTLE RD SW,ALBUQUERQUE,NM,,,81
1136 DEL MASTRO DR SW,ALBUQUERQUE,NM,,,82
304 DOLORES DR SW,ALBUQUERQUE,NM,,,83
9300 HALYARD RD NW,ALBUQUERQUE,NM,,,84
1529 ALAMO AV SE,ALBUQUERQUE,NM,,,85
11634 CANDELARIA RD NE,ALBUQUERQUE,NM,,,86
7108 CINDY DR NE,ALBUQUERQUE,NM,,,87
6420 COLLEEN AVE NE,ALBUQUERQUE,NM,,,88
805 FITZGERALD RD NW,ALBUQUERQUE,NM,,,89
5200 GABLE ST NW,ALBUQUERQUE,NM,,,90
1213 LUTHY CIR NE,ALBUQUERQUE,NM,,,91
4915 PARSIFAL ST NE,ALBUQUERQUE,NM,,,92
2909 PRENDA DE ORO NW,ALBUQUERQUE,NM,,,93
7504 SCOTTS PL NE,ALBUQUERQUE,NM,,,94
147 ESPEJO ST NE,ALBUQUERQUE,NM,,,95
8209 VISTA ESTRELLA LA SW,ALBUQUERQUE,NM,,,96
10632 MEGAFAUNA RD SW,ALBUQUERQUE,NM,,,97
3201 LA VETA DR NE,ALBUQUERQUE,NM,,,98
9923 AMIGANTE DR NE,ALBUQUERQUE,NM,,,99
9421 ARVILLA AV NE,ALBUQUERQUE,NM,,,100
5508 CARMELITA DR NE,ALBUQUERQUE,NM,,,101
3210 KIRKS CT NW,ALBUQUERQUE,NM,,,102
11028 MARAVILLAS DR NW,ALBUQUERQUE,NM,,,103
430 RICHMOND PL NE,ALBUQUERQUE,NM,,,104
3322 SHEPARD PL NE,ALBUQUERQUE,NM,,,105
7520 CERROS PL NW,ALBUQUERQUE,NM,,,106
309 DELAMAR AVE NW,ALBUQUERQUE,NM,,,107
514 GIRARD BLVD SE,ALBUQUERQUE,NM,,,108
2201 MARIE PL NW,ALBUQUERQUE,NM,,,109
221 NATALIE AV NW,ALBUQUERQUE,NM,,,110
10800 SLUMBER CT NW,ALBUQUERQUE,NM,,,111
5523 INDIAN SCHOOL RD NE,ALBUQUERQUE,NM,,,112
4102 5TH ST NW,ALBUQUERQUE,NM,,,113
9109 CASCAJO NE,ALBUQUERQUE,NM,,,114
8500 CHAMBERS NE,ALBUQUERQUE,NM,,,115
609 GEORGIA ST SE,ALBUQUERQUE,NM,,,116
10215 GUTIERREZ NE,ALBUQUERQUE,NM,,,117
2941 MORNINGSIDE DR NE,ALBUQUERQUE,NM,,,118
3825 SAN MARCOS PL NE,ALBUQUERQUE,NM,,,119
7200 SAN FRANCISCO RD NE,ALBUQUERQUE,NM,,,120
2823 SOL DE VIDA NW,ALBUQUERQUE,NM,,,121
6121 ZIMMERMAN AV NE,ALBUQUERQUE,NM,,,122
908 FINCH DR SW,ALBUQUERQUE,NM,,,123
8128 FLORENCE NE,ALBUQUERQUE,NM,,,124
7400 MESQUITE WOOD DR NW,ALBUQUERQUE,NM,,,125
1322 OJO SARCO ST SW,ALBUQUERQUE,NM,,,126
4609 ALMERIA DR NW,ALBUQUERQUE,NM,,,127
623 DESERT RD SW,ALBUQUERQUE,NM,,,128
7309 TOME CT NW,ALBUQUERQUE,NM,,,129
9133 CORDOVA AV NE,ALBUQUERQUE,NM,,,130
2531 GHOST RANCH ST SW,ALBUQUERQUE,NM,,,131
1134 GRETTA ST NE,ALBUQUERQUE,NM,,,132
1744 RAYO DEL SOL DR SW,ALBUQUERQUE,NM,,,133
2423 DORA AV NW,ALBUQUERQUE,NM,,,134
11237 CAMPO DEL SOL AV NE,ALBUQUERQUE,NM,,,135
6621 RENEE AVE NE,ALBUQUERQUE,NM,,,136
3519 ROSS AV SE,ALBUQUERQUE,NM,,,137
11014 SNOW HEIGHTS BLVD NE,ALBUQUERQUE,NM,,,138
10730 STONE HEDGE CT NW,ALBUQUERQUE,NM,,,139
6116 TORREON NE,ALBUQUERQUE,NM,,,140
709 JACONITA PL SW,ALBUQUERQUE,NM,,,141
10901 BANDELIER DR NW,ALBUQUERQUE,NM,,,142
6009 BEARGRASS CT NE,ALBUQUERQUE,NM,,,143
10805 CORONA RANCH RD SW,ALBUQUERQUE,NM,,,144
4632 HOMESTEAD TRL NW,ALBUQUERQUE,NM,,,145
2617 MARY ELLEN ST NE,ALBUQUERQUE,NM,,,146
1912 SAINT ST NE,ALBUQUERQUE,NM,,,147
6332 ESTHER AVE NE,ALBUQUERQUE,NM,,,148
7412 GALLINAS AV NE,ALBUQUERQUE,NM,,,149
11008 INDIAN SCHOOL RD NE,ALBUQUERQUE,NM,,,150
2903 MCKINNON WY SW,ALBUQUERQUE,NM,,,151
518 CHAMA ST SE,ALBUQUERQUE,NM,,,152
1405 SAN CARLOS DR SW 6,ALBUQUERQUE,NM,,,153
1716 SAUZA DR SW,ALBUQUERQUE,NM,,,154
519 ST JAMES PL SW,ALBUQUERQUE,NM,,,155
8401 BAY MARE AVE SW,ALBUQUERQUE,NM,,,156
10427 VALTIERRA PL SW,ALBUQUERQUE,NM,,,157
10504 BITTER CREEK DR NW,ALBUQUERQUE,NM,,,158
8616 RUSHING BROOK AVE SW,ALBUQUERQUE,NM,,,159
1336 MICHELLE ST SW,ALBUQUERQUE,NM,,,160
2907 MCKINNON WAY SW,ALBUQUERQUE,NM,,,161
6705 TIERRA MADRE CT NW,ALBUQUERQUE,NM,,,162
10505 CONSTITUTION AV NE,ALBUQUERQUE,NM,,,163
509 WHISPERING ST SW,ALBUQUERQUE,NM,,,164
1905 ARNO ST SE,ALBUQUERQUE,NM,,,165
1209 LA POBLANA NW,ALBUQUERQUE,NM,,,166
2626 MANZANO ST NE,ALBUQUERQUE,NM,,,167
10512 SECRET OASIS AVE SW,ALBUQUERQUE,NM,,,168
7804 SILVERBERRY RD SW,ALBUQUERQUE,NM,,,169
2708 WISCONSIN ST NE,ALBUQUERQUE,NM,,,170
1324 BOATRIGHT DR NE,ALBUQUERQUE,NM,,,171
8320 CHERRY HILLS DR NE,ALBUQUERQUE,NM,,,172
7227 CHICKADEE LA NE,ALBUQUERQUE,NM,,,173
5600 AMIGO WAY NE,ALBUQUERQUE,NM,,,174
8907 CORDOVA AV NE,ALBUQUERQUE,NM,,,175
10414 DEL HAVEN ST SW,ALBUQUERQUE,NM,,,176
7404 MALAGA DR NE,ALBUQUERQUE,NM,,,177
3801 MARY ELLEN CT NE,ALBUQUERQUE,NM,,,178
752 LIBBY AV SW,ALBUQUERQUE,NM,,,179
5326 STILL BROOKE AV NW,Albuquerque,NM,87120,,1
5601 SUMMER RIDGE RD NW,Albuquerque,NM,87114,,2
3900 SUNTRAIL RD NW,Albuquerque,NM,87114,,3
5912 SWEETWATER Dr NW,Albuquerque,NM,87120,,4
6005 SWEETWATER Dr NW,Albuquerque,NM,87120,,5
7120 TESUQUE DR NW,Albuquerque,NM,87120,,6
10451 TOLEDO ST NW,Albuquerque,NM,87114,,7
324 49TH ST NW,Albuquerque,NM,87105,,8
1404 55 TH ST NW,Albuquerque,NM,87105,,9
228/230 56TH ST NW,Albuquerque,NM,87105,,10
1412 56TH ST NW,Albuquerque,NM,87105,,11
302 57TH ST NW,Albuquerque,NM,87105,,12
409 57TH ST NW,Albuquerque,NM,87105,,13
742 57TH ST NW,Albuquerque,NM,87105,,14
314 58TH ST NW,Albuquerque,NM,87105,,15
242 58TH ST NW,Albuquerque,NM,87105,,16
319 61ST ST NW,Albuquerque,NM,87105,,17
399 61ST ST NW,Albuquerque,NM,87105,,18
353 64TH ST NW,Albuquerque,NM,87105,,19
139 65TH ST NW,Albuquerque,NM,87105,,20
251 98TH ST NW,Albuquerque,NM,87121,,21
3409 ABBY CT NW,Albuquerque,NM,87120,,22
2212 ALAMAGORDO DR NW,Albuquerque,NM,87120,,23
1834 AMOR DR NW,Albuquerque,NM,87120,,24
5317 ANCHO CT NW,Albuquerque,NM,87105,,25
5711 BLUEWATER NW,Albuquerque,NM,87105,,26
8306 CALLE ENSUENO NW,Albuquerque,NM,87120,,27
8301 CAMINO DEL VENADO NW,Albuquerque,NM,87120,,28
2928 CORONA DR NW,Albuquerque,NM,87120,,29
364 DOLORES DR NW,Albuquerque,NM,87105,,30
376 DOLORES DR NW,Albuquerque,NM,87105,,31
5609 EVERITT NW,Albuquerque,NM,87120,,32
4604 GLENDALE NW,Albuquerque,NM,87105,,33
6023 KILMER AV NW,Albuquerque,NM,87120,,34
1052 KISKA ST NW,Albuquerque,NM,87120,,35
3711 LOMBARDY RD NW,Albuquerque,NM,87105,,36
2301 POMELO PL NW,Albuquerque,NM,87120,,37
5315 PUNTA ALTA NW,Albuquerque,NM,87105,,38
5805 QUAIL RD NW,Albuquerque,NM,87120,,39
6027 REDLANDS RD NW,Albuquerque,NM,87120,,40
5113 REDLANDS RD NW,Albuquerque,NM,87120,,41
3215 SCHUMACHER ST NW,Albuquerque,NM,87120,,42
3316 SCHUMACHER ST NW,Albuquerque,NM,87120,,43
